Submitted,formulary_name,Company,Company_other,Formulation,Formulation_other,AI_English,AI_English2,percentage,percentage2,Biocontrol,epa_id,FRAC1,frac_code,warning,Targetdiseases,disease_Suppress,targetdiseases_alt,agchem_rate_lo_nond,targetdiseases_other,Disease_Suppress_other,agchem_rate_hi_nond,agchem_rate_type,agchem_dilution_ratio,unit_of_application_alt,recommended_dose,rei,REI2,phi,PHI2,application_number,total_application,application_number2,total_application2,application_method,application_method_alt,price_estimate,Comments_Mizuho,Referencewebpage,labeldate,File,Page Title,FLabel,FSDS,Submitted Login,Submitted From
2017-07-19 17:37:27 +00:00,"Satori	",Loveland Products,,No descriptions,NA, Azoxystrobin,,22.9,,No,34704-1068,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",Botrytis,,10,,,15,lbs/acre,,,12.5,4,,14,,2,92.3,,,"Spray application (Air), Chemigation/irrigation",,1,,https://home.agrian.com/,9/4/2015,,Grape Fungicide Entry Form (US),Satori_Label.pdf,Satori_MSDS.pdf,,4.30.36.70
2017-05-18 15:29:07 +00:00,Aprovia,Syngenta Crop Protection,,Emulsifiable Concentrates (EC or E),NA, Benzovindiflupyr,,10.27,,No,100-1471,7,,"Caution, Danger","Alternaria, Angular leaf spot, Anthracnose, Black rot, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria, Other","Alternaria, Angular leaf spot, Anthracnose, Black rot, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria, Other",,8.6,Leaf Blight,,10.5,floz/acre,,,9.55,12,,21,,0,31.5,,,other,Ground,1,,http://Agrian.com,1/1/2016,,Grape Fungicide Entry Form (US),Aprovia_Label1.pdf,Aprovia_MSDS.pdf,,4.30.36.70
2017-06-21 16:49:47 +00:00,Pristine(R) Fungicide,BASF,,Water-Dispersible Granules or Dry Flowables (WDG or DF),NA, Boscalid,Pyraclostrobin,25.5,12.8,No,7969-199,11,7,Caution,Botrytis,,,18.5,,,23,oz/acre,,,21,12,,14,,3,0,,,Spray application (Air),,1,,https://home.agrian.com/,4/1/2015,,Grape Fungicide Entry Form (US),PristineR_Fungicide1t_Label.pdf,PristineR1_Fungicide_MSDS.pdf,,4.30.36.70
2017-11-29 16:18:27 +00:00,"DuPont Kocide 2000 Fungicide/Bactericide	",E. I. duPont de Numerous,,No descriptions,N/A, Copper Hydroxide,,53.8,,No,352-656,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,1.5,,,3,lbs/acre,,,2.25,48,,0,,0,57.1,,,"Spray application (Air), Aerial",,1,,https://home.agrian.com/,1/14/2011,,Grape Fungicide Entry Form (US),DUPONT-KOCIDE-2000_Label.pdf,DuPont_Kocide1_2000_MSDS.pdf,,204.111.240.50
2017-11-21 15:51:45 +00:00,"ChampION++	",NuFarm Americas,,Granules (G),N/A, Copper Hydroxide,,46.1,,No,55146-115,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,0.75,,,1.75,lbs/acre,,,1.25,48,,0,,0,66.7,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,1/8/2014,,Grape Fungicide Entry Form (US),ChampION_Label.pdf,ChampION_MSDS1f.pdf,,204.111.240.50
2017-06-22 16:04:23 +00:00,"Regalia	",Marrone Bio Innovartions,,Other,Liquid, Extract of Reynoutria sachalinensis,,5,,No,84059-3,P5,,Caution,"Botrytis, Downy mildew, Powdery mildew",,,1,,,4,qt/acre,,,2.5,4,,0,,0.1% v/v,0,,,other,foliar,1,,,10/10/2015,,Grape Fungicide Entry Form (US),Reason_500_SC_Fungicide_Label.pdf,Reason_500_SC1e_Fungicide_MSDS.pdf,,4.30.36.70
2017-12-01 17:11:21 +00:00,"Iprodione 4L AG	",Micro Flo Company,,No descriptions,N/A, Iprodione,,41.6,,No,51036-340,2,,Caution,Botrytis,,,1,,,2,pt/acre,,,1.5,48,,7,,4,0,,,"Spray application (Air), Aerial",,1,,https://home.agrian.com/,1/11/2006,,Grape Fungicide Entry Form (US),Iprodione-4L_Label.pdf,Iprodione_4l_MSDS.pdf,,204.111.240.50
2017-07-06 16:24:57 +00:00,Revus,Syngenta Crop Protection,,Other,Liquid Concentrate, Mandipropamid,,23.3,,No,100-1254,40,,Caution,Downy mildew,,,8,,,8,floz/acre,,,8,48,,14,,0,32,,,Spray application (Air),,1,,https://home.agrian.com/,9/11/2015,,Grape Fungicide Entry Form (US),Revus_Label.pdf,Revus_Top_MSDS.pdf,,4.30.36.70
2017-06-22 17:46:21 +00:00,Reliant,Quest Products,,Concentrate solutions (C or LC),NA, Mono- and di-potassium salts of Phosphorous Acid,,45.8,,No,83416-1,33,,Caution,Powdery mildew,Powdery mildew,,2,,,2.5,qt/acre,,,2.25,4,,0,,6,0,,,other,Foilar spray,1,,https://home.agrian.com/,9/13/2016,,Grape Fungicide Entry Form (US),Reliant_Label.pdf,Reliant_MSDS.pdf,,4.30.36.70
2017-06-22 17:46:12 +00:00,Reliant,Quest Products,,Concentrate solutions (C or LC),NA, Mono- and di-potassium salts of Phosphorous Acid,,45.8,,No,83416-1,33,,Caution,Armillaria,,,1.5,,,2,qt/acre,,,5,4,,0,,4,0,,,other,Foliar spray,1,,https://home.agrian.com/,9/13/2016,,Grape Fungicide Entry Form (US),Reliant_Label.pdf,Regalia1_MSDS.pdf,,4.30.36.70
2017-06-22 17:44:25 +00:00,Reliant,Quest Products,,Concentrate solutions (C or LC),NA, Mono- and di-potassium salts of Phosphorous Acid,,45.8,,No,83416-1,33,,Caution,"Black rot, Downy mildew",,,1.25,,,2.5,qt/acre,,,1.8,4,,0,0,0,0,,,other,Foliar spray,1,,,9/13/2016,,Grape Fungicide Entry Form (US),Reliant_Label.pdf,Reliant_MSDS.pdf,,4.30.36.70
2017-12-01 17:27:09 +00:00,"JMS Stylet-Oil	",JMS Flower Farms,,No descriptions,N/A, Paraffinic oil,,97.1,,No,65564-1,NC,,Caution,"Botrytis, Powdery mildew",,,1,,,2,gals/acre,,,1.5,4,,14 (for table grapes),,0,0,,,Spray application (Air),,1,,https://home.agrian.com/,1/1/2001,,Grape Fungicide Entry Form (US),Jms_Stylet-Oil_2002_Label.pdf,Jms_Stylet-Oil_3194_MSDS.pdf,,204.111.240.50
2017-08-31 13:30:00 +00:00,"Sulfur 6L	",Micro Flo Company,,No descriptions,NA, Sulfur,,52,,No,51036-16,M2,,Caution,"Phomopsis (aka dead arm), Powdery mildew",,,7,,,7,pt/acre,,,7,24,,0,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,7/14/1999,,Grape Fungicide Entry Form (US),Sulfur_6l_Ad_051403_Label-Micro.pdf,Sulfur_6l_July_14_1999_MSDS-Micro.pdf,,204.111.240.50
2017-07-19 16:14:03 +00:00,"RootShield Plus Granules	",BioWorks,,Granules (G),NA, Trichoderma harzianum Rifai strain, Trichoderma virens strain G-41 ,1.15,0.61,Yes,68539-10,NC,,Caution,"Fusarium, Other",,,2.5,"Pythium, Phytophthora, Rhizoctonia, Cylindrocladium, Thielaviopsis",,6,,,lb/ 1/2acre,4,0,,0,,0,0,,,other,In-furrow,1,,https://home.agrian.com/,6/18/2014,,Grape Fungicide Entry Form (US),RootShield_Plus_Granules_Label.pdf,RootShield_1Plus_Granules_MSDS.pdf,,4.30.36.70
2017-07-19 16:45:46 +00:00,"RootShield WP	",BioWorks,,No descriptions,NA, Trichoderma harzianum Rifai strain KRL-AG2,,1.15,,Yes,.68539-7,NC,,Caution,"Fusarium, Other",,,3,"Pythium, Rhizoctonia, Cylindrocladium, Thielaviopsis",,5,oz/acre,,,4,4,,0,,0,0,,,"Soil application (drench), Chemigation/irrigation, other","cuttings/bare root, In-furrow spray or transplant starter solution",1,,https://home.agrian.com/,4/2/2009,,Grape Fungicide Entry Form (US),RootShield_WP1_Label.pdf,RootShield_WP1_MSDS.pdf,,4.30.36.70
2017-05-18 14:48:25 +00:00,Aliette WDG,Bayer CropScience,,Water-Dispersible Granules or Dry Flowables (WDG or DF),NA,Aluminum tris,,80,,No,264-516,33,,Caution,Downy mildew,Downy mildew,,3,,,5,lbs/acre,,,4,12,,15,,7,35,,,"Spray application (Air), Chemigation/irrigation, other",Ground,1,,http://Agrian.com,2/10/2011,,Grape Fungicide Entry Form (US),Aliette_WDG_Fungicide_Label4b.pdf,Aliette_WDG_Fungicide_MSDS1e.pdf,,4.30.36.70
2017-10-18 17:50:25 +00:00,"Zampro(R) Fungicide	",BASF,,Other,Suspension Concentrate,Ametoctradin,Dimethomorph,26.9,20.2,No,7969-302,40,,Caution,Downy mildew,,,11,,,14,floz/acre,,,12.5,12,,14,,2,56,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,12/10/2015,,Grape Fungicide Entry Form (US),ZamproR_Fungicide1e_Label.pdf,ZamproR_Fungicide_en_MSDS.pdf,,204.111.240.50
2017-06-21 18:15:10 +00:00,Quadris Top,Syngenta Crop Protection,,Other,Suspension,Azoxystrobin,Difenoconazole,18.2,11.4,No,100-1313,11,3,Caution,"Alternaria, Angular leaf spot, Anthracnose, Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Rotbrenner, Septoria",Botrytis,,12,,,14,floz/acre,,,13,12,,14,,0,56,,,Spray application (Air),,1,,https://home.agrian.com/,1/1/2016,,Grape Fungicide Entry Form (US),Quadris_Top_Label.pdf,Quadris_Top_MSDS.pdf,,4.30.36.70
2017-10-30 14:08:37 +00:00,"Azoxyzone	",LG Life Science,,Concentrate solutions (C or LC),N/A,Azoxystrobin,,22.9,,No,71532-35-91026,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",Botrytis,,10,,,15.5,floz/acre,,,12.5,4,,14,,0,92.3,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,3/8/2016,,Grape Fungicide Entry Form (US),Azoxyzone1_Label.pdf,Azoxyzone1_MSDS.pdf,,204.111.240.50
2017-09-11 17:38:38 +00:00,"TREVO	",Innvictis Crop Care,,No descriptions,NA,Azoxystrobin,,22.9,,No, 89167-39-89391,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",Botrytis,,10,,,15.5,floz/acre,,,12.75,4,,14,,0,92.3,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,6/16/2014,,Grape Fungicide Entry Form (US),TREVO_Label.pdf,TREVO_MSDS.pdf,,204.111.240.50
2017-06-15 14:21:34 +00:00,AzoxyStar,Albaugh,,Flowables (F or L),NA,Azoxystrobin,,22.9,,No,42750-261,11,,Caution,"Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew, Other",,10,Leaf spot,Leaf spot,15.5,floz/acre,,,12.75,4,,14,,0,92.3,,,"Spray application (Air), Chemigation/irrigation, other",Ground,1,,,10/1/2014,,Grape Fungicide Entry Form (US),AzoxyStar1e_Label.pdf,AZOXYSTAR_MSDS1.pdf,,4.30.36.70
2017-05-18 14:33:28 +00:00,Aframe,Syngenta Crop Protection,,Other,Suspensions,Azoxystrobin,,22.9,,No,100-1098,11,,Caution,"Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,10,,,15.5,floz/acre,,,12.75,4,,14,,0,92.3,,,"Spray application (Air), Chemigation/irrigation, other",Ground,1,,,1/1/2017,,Grape Fungicide Entry Form (US),Aframe_Label1g.pdf,Aframe_MSDS1f.pdf,,4.30.36.70
2017-05-18 14:04:51 +00:00,Abound Flowable,Syngenta Crop Protection,,Flowables (F or L),NA,Azoxystrobin,,22.9,,No,100-1098,11,,Caution,"Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew","Black rot, Botrytis, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,10,,,15.5,floz/acre,,,12.75,24,4,14,,0,92.3,0,0,"Spray application (Air), Chemigation/irrigation, other",Ground,1,,http://Agrian.com,1/1/2016,,Grape Fungicide Entry Form (US),Abound_Flowable1c_Label.pdf,Abound_Flowable_MSDS1g.pdf,,4.30.36.70
2017-04-06 18:25:22 +00:00,Abound,Syngenta Crop Protection,,Flowables (F or L),1,azoxystrobin,,22.9,,No,100-1098,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,10,,,10,floz/acre,,,,4,,14,1,0,92.3,,1,"Spray application, Soil application (drench), Chemigation/irrigation",,1,,,1/1/2016,Abound_Flowable1c_Label-2016.pdf,Grape Fungicide Entry Form (US),,,Mizuho,198.160.209.245
2017-09-11 17:04:40 +00:00,"Topguard EQ	",FMC Corporation,,Other,Suspension concentrate,Azoxystrobin,Flutriafol,25.3,18.63,No,279-3596,3,11,Caution,"Downy mildew, Phomopsis (aka dead arm)",Botrytis,,8,,,8,floz/acre,,,8,12,,14,,6,8 fl.oz/application ,,,Aerial,,1,,https://home.agrian.com/,7/8/2016,,Grape Fungicide Entry Form (US),Topguard_EQ_Label.pdf,Spotrete_F_MSDS.pdf,,204.111.240.50
2017-09-11 17:02:48 +00:00,"Topguard EQ	",FMC Corporation,,Other,Suspension concentrate,Azoxystrobin,Flutriafol,25.3,18.63,No,279-3596,3,11,Caution,"Black rot, Powdery mildew",,,5,,,6,floz/acre,,,5.5,12,,14,,6,8 fl.zo/A  per application,,,Aerial,,1,,https://home.agrian.com/,7/8/2016,,Grape Fungicide Entry Form (US),Topguard_EQ_Label.pdf,Topguard_EQ_MSDS.pdf,,204.111.240.50
2017-11-29 18:33:30 +00:00,"Equation SC	",Cheminova,,Other,Suspension,Azoxystrobin,,22.8,,No,67760-124,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",Botrytis,,10,,,15.5,lbs/acre,,,12.5,4,,14,,0,92.3,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,9/9/2013,,Grape Fungicide Entry Form (US),EQUATION_SC_Label.pdf,EquationSD_MSDS.pdf,,204.111.240.50
2017-12-11 16:24:32 +00:00,"AZteroid 1.65 SC	",Vive Crop Protection,,Flowables (F or L),N/A,Azoxystrobin,,18.4,,No,89118-3,11,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",Botrytis,,12.6,,,19.5,lbs/acre,,,16,4,,0,,0,77.5,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,1/6/2016,,Grape Fungicide Entry Form (US),AZteroid_1.65_SC1a_Label.pdf,AZteroid_1.65_SC1a_MSDS.pdf,,204.111.240.50
2017-07-31 17:59:32 +00:00,"Serifel(R) Biofungicide	",BASF,,No descriptions,NA,Bacillus amyloliquefaciens,,9.9,,Yes,71840-18,44,,Caution,"Alternaria, Anthracnose, Botrytis, Powdery mildew, Other",,,4,mummy berry,,16,oz/acre,,,10,4,,0,,0,0,,,Spray application (Air),,1,,https://home.agrian.com/,1/1/2016,,Grape Fungicide Entry Form (US),SerifelR_Biofungicide_Label.pdf,SerifelR1e_Biofungicide_MSDS.pdf,,4.30.36.70
2017-11-27 18:18:54 +00:00,"Double Nickel 55	",Certis USA,,Water-Dispersible Granules or Dry Flowables (WDG or DF),N/A,Bacillus amyloliquefaciens strain ,,25,,Yes,70051-108,NC,,Caution,"Botrytis, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot",Downy mildew,,0.125,,,1,lbs/acre,,,1.5,4,,0,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,3/24/2014,,Grape Fungicide Entry Form (US),Double_Nickel_55_Label1m.pdf,Double_Nickel_55_MSDS1f.pdf,,204.111.240.50
2017-11-27 18:24:56 +00:00,"Double Nickel LC	",Certis USA,,Other,Aqueous Solution ,Bacillus amyloliquefaciens strain D747,,98.85,,No,70051-107,NC,,Caution,"Botrytis, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot",Downy mildew,,0.5,,,4.5,pt/acre,,,2.5,4,,0,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,3/25/2014,,Grape Fungicide Entry Form (US),Double_Nickel_55_Label1m.pdf,Double_Nickel_55_MSDS1f.pdf,,204.111.240.50
2017-09-12 14:46:41 +00:00,"TRIATHLON BA	",OHP,,No descriptions,NA,Bacillus amyloliquefaciens strain D747,,98.85,,Yes,70051-107-59807 ,44,,Caution,"Botrytis, Downy mildew, Eutypa (aka dead arm), Phomopsis (aka dead arm), Powdery mildew, Sour rot",,,0.5,,,6,qt/acre,,,3.25,4,,0,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,5/10/2016,,Grape Fungicide Entry Form (US),TRIATHLON_BA_Label.pdf,TRIATHLON_BA_MSDS.pdf,,204.111.240.50
2017-08-22 16:58:29 +00:00,"Sonata	",Bayer CropScience,,Other,Suspension,Bacillus pumilis strain QST 2808,,1.38,,No,264-1153,44,,Caution,Powdery mildew,,,2,,,4,qt/acre,,,3,4,,0,,0,0,,,"Spray application (Air), Soil application (drench), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,11/5/2014,,Grape Fungicide Entry Form (US),Sonata_Label.pdf,Sonata_MSDS.pdf,,204.111.240.50
2017-08-31 14:06:40 +00:00,"Taegro 2	",Novozymes BioAg,,Other,Live Organism,Bacillus subtilis var. amyloliquefaciens Strain FZB24,,13,,Yes,70127-12,44,,Caution,Other,"Crown gall, Verticillium, Other",,2.6,Phizoctonia, Phythophthora,5.2,oz/acre,,,3.9,4,,0,,0,0,,,"Soil application (drench), Chemigation/irrigation, other","Foliar spray, Transplants",1,,https://home.agrian.com/,10/1/2016,,Grape Fungicide Entry Form (US),Taegro_2_Label.pdf,Taegro_2_MSDS.pdf,,204.111.240.50
2017-12-01 15:16:21 +00:00,"Fracture	",FMC Corporation,,Concentrate solutions (C or LC),N/A,Banda de Lupinus albus doce (BLAD),,20,,Yes,84876-1-279,NC,,Caution,Botrytis,,,24.4,,,36.6,floz/acre,,,30.4,4,,1,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,9/16/2015,,Grape Fungicide Entry Form (US),Fracture_Label.pdf,Fracture_MSDS1f.pdf,,204.111.240.50
2017-12-01 15:16:53 +00:00,Fracture,FMC Corporation,,Concentrate solutions (C or LC),N/A,Banda de Lupinus albus doce (BLAD),,20,,Yes,84876-1-279,NC,,Caution,Powdery mildew,,,20.5,,,24.4,floz/acre,,,22,4,,1,,0,0,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,https://home.agrian.com/,9/16/2015,,Grape Fungicide Entry Form (US),Fracture_Label.pdf,Fracture_MSDS1f.pdf,,204.111.240.50
2017-11-21 18:45:06 +00:00,"Cuprofix Ultra 40 Disperss	",United Turf Alliance,,No descriptions,N/A,Basic Copper Sulfate,,71.1,,No,70506-201,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,1.25,,,3,lbs/acre,,,2.1,48,,0,,0,50,,,"Spray application (Air), Aerial",,1,,https://home.agrian.com/,7/24/2013,,Grape Fungicide Entry Form (US),CuprofixUltra40Disperss_Label.pdf,Cuprofix_Ultra_40_Disperss_MSDS5.pdf,,204.111.240.50
2017-11-21 18:10:45 +00:00,"Cuprofix Ultra 40 Disperss	",United Phosphorus Inc (UPI),,No descriptions,N/A,Basic Copper Sulfate,,71.1,,No,70506-201,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,1.25,,,3,lbs/acre,,,2.1,48,,0,,0,50,,,"Spray application (Air), Soil application (drench), Aerial",,1,,https://home.agrian.com/,7/24/2013,,,CuprofixUltra40Disperss_Label.pdf,Cuprofix_Ultra_40_Disperss_MSDS5.pdf,,204.111.240.50
2017-11-21 18:10:25 +00:00,"Cuprofix Ultra 40 Disperss	",United Phosphorus Inc (UPI),,No descriptions,N/A,Basic Copper Sulfate,,71.1,,No,70506-201,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,1.25,,,3,lbs/acre,,,2.1,48,,0,,0,50,,,"Spray application (Air), Soil application (drench), Aerial",,1,,https://home.agrian.com/,7/24/2013,,,CuprofixUltra40Disperss_Label.pdf,Cuprofix_Ultra_40_Disperss_MSDS5.pdf,,204.111.240.50
2017-11-21 18:10:10 +00:00,"Cuprofix Ultra 40 Disperss	",United Phosphorus Inc (UPI),,No descriptions,N/A,Basic Copper Sulfate,,71.1,,No,70506-201,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,1.25,,,3,lbs/acre,,,2.1,48,,0,,0,50,,,"Spray application (Air), Soil application (drench), Aerial",,1,,https://home.agrian.com/,7/24/2013,,,CuprofixUltra40Disperss_Label.pdf,Cuprofix_Ultra_40_Disperss_MSDS5.pdf,,204.111.240.50
2017-11-21 18:54:36 +00:00,"Cuproxat Flowable	",NuFarm Americas,,Flowables (F or L),N/A,Basic Copper Sulfate,,27.1,,No,35935-3,M1,,Caution,"Black rot, Downy mildew, Phomopsis (aka dead arm), Powdery mildew",,,2.5,,,6,pt/acre,,,4.25,48,,0,,0,98.6,,,"Spray application (Air), Chemigation/irrigation, Aerial",,1,,,1/23/2013,,Grape Fungicide Entry Form (US),Cuproxat_Flowable_Label.pdf,Cuproxat-Flowable-SDS-RV061115.pdf,,204.111.240.50
2017-11-29 18:14:13 +00:00,"Endura(R) Fungicide	",BASF,,Water-Dispersible Granules or Dry Flowables (WDG or DF),N/A,Boscalid,,70,,No,7969-197,7,,Warning,Botrytis,,,8,,,8,oz/acre,,,8,12,,14,,3,24,,,"Spray application (Air), Aerial",,1,,,4/1/2016,,Grape Fungicide Entry Form (US),EnduraR_Label.pdf,EnduraR_Fungicide1i_MSDS.pdf,,204.111.240.50
